,Metadata_Source,Metadata_Plate,Metadata_Well,Metadata_JCP2022,Metadata_PlateType,Metadata_MoA
313,source_10,Dest210614-164243,H12,JCP2022_112292,COMPOUND,cyclooxygenase inhibitor
314,source_10,Dest210614-164243,I17,JCP2022_076989,COMPOUND,nicotinic receptor agonist
315,source_10,Dest210614-164243,K20,JCP2022_025924,COMPOUND,endothelin receptor antagonist
316,source_10,Dest210614-164418,B08,JCP2022_100639,COMPOUND,angiotensin receptor antagonist
317,source_10,Dest210614-164418,C08,JCP2022_021795,COMPOUND,cannabinoid receptor agonist
318,source_10,Dest210614-164418,E04,JCP2022_095509,COMPOUND,lipoxygenase inhibitor
319,source_10,Dest210614-164418,E18,JCP2022_065458,COMPOUND,phosphodiesterase inhibitor
320,source_10,Dest210614-164418,J17,JCP2022_104655,COMPOUND,dopamine receptor antagonist|serotonin receptor antagonist
321,source_10,Dest210614-164553,F07,JCP2022_101007,COMPOUND,RNA polymerase inhibitor
322,source_10,Dest210614-164553,J22,JCP2022_000391,COMPOUND,actin related protein inhibitor
323,source_10,Dest210614-164553,L21,JCP2022_108027,COMPOUND,cyclooxygenase inhibitor|prostanoid receptor antagonist
324,source_10,Dest210614-164553,M13,JCP2022_060079,COMPOUND,histamine receptor antagonist
325,source_10,Dest210614-164553,M19,JCP2022_003755,COMPOUND,serotonin receptor antagonist
326,source_10,Dest210614-164730,J17,JCP2022_012518,COMPOUND,serotonin receptor inverse agonist
327,source_10,Dest210614-164906,E11,JCP2022_071048,COMPOUND,analgesic agent
328,source_10,Dest210614-164906,K10,JCP2022_103094,COMPOUND,antibacterial agent
329,source_10,Dest210614-164906,O16,JCP2022_108960,COMPOUND,melatonin receptor agonist|serotonin receptor antagonist
330,source_10,Dest210614-164906,P14,JCP2022_080252,COMPOUND,serotonin receptor antagonist
331,source_10,Dest210614-165045,A12,JCP2022_070256,COMPOUND,nitric oxide synthase inhibitor
332,source_10,Dest210614-165045,B22,JCP2022_092791,COMPOUND,HDAC inhibitor
333,source_10,Dest210614-165045,I14,JCP2022_113812,COMPOUND,tankyrase inhibitor
334,source_10,Dest210614-165222,D22,JCP2022_109671,COMPOUND,sigma receptor agonist
335,source_10,Dest210614-165222,I03,JCP2022_071990,COMPOUND,adrenergic receptor agonist
336,source_10,Dest210614-165222,L06,JCP2022_060377,COMPOUND,KDM2A inhibitor
337,source_10,Dest210614-165222,M14,JCP2022_008788,COMPOUND,antimalarial agent
338,source_10,Dest210615-151201,C14,JCP2022_108142,COMPOUND,histamine receptor antagonist
339,source_10,Dest210615-151201,D16,JCP2022_086043,COMPOUND,potassium channel blocker
340,source_10,Dest210615-151201,H06,JCP2022_071503,COMPOUND,serotonin receptor antagonist
341,source_10,Dest210615-151201,L22,JCP2022_066091,COMPOUND,dopamine receptor antagonist
342,source_10,Dest210615-151336,I11,JCP2022_023097,COMPOUND,fungal squalene epoxidase inhibitor
343,source_10,Dest210615-151336,N04,JCP2022_016242,COMPOUND,cyclooxygenase inhibitor
344,source_10,Dest210615-151336,N11,JCP2022_106728,COMPOUND,PPAR receptor agonist
345,source_10,Dest210615-151512,L12,JCP2022_026750,COMPOUND,glutamate receptor antagonist
346,source_10,Dest210615-152648,E03,JCP2022_003720,COMPOUND,glutamate receptor modulator
347,source_10,Dest210726-162828,I15,JCP2022_007853,COMPOUND,serotonin receptor agonist
348,source_10,Dest210726-163005,C18,JCP2022_095979,COMPOUND,mucus protecting agent
349,source_10,Dest210726-163143,I04,JCP2022_022263,COMPOUND,glycine transporter inhibitor
350,source_10,Dest210727-153313,A08,JCP2022_012896,COMPOUND,angiotensin receptor antagonist
351,source_10,Dest210727-153623,M10,JCP2022_055885,COMPOUND,cytochrome P450 inhibitor
352,source_10,Dest210727-153944,A15,JCP2022_040627,COMPOUND,calmodulin antagonist
353,source_10,Dest210727-154253,C11,JCP2022_107672,COMPOUND,serotonin receptor antagonist
354,source_10,Dest210727-155725,C21,JCP2022_039646,COMPOUND,acetylcholine receptor antagonist
355,source_10,Dest210727-155725,I06,JCP2022_064148,COMPOUND,mucolytic agent
356,source_10,Dest210727-155725,M12,JCP2022_032690,COMPOUND,psychoactive drug
357,source_10,Dest210727-155725,O21,JCP2022_025946,COMPOUND,adrenergic receptor agonist
358,source_10,Dest210727-155725,P05,JCP2022_022841,COMPOUND,local anesthetic
359,source_10,Dest210727-155901,D13,JCP2022_102548,COMPOUND,bacterial DNA gyrase inhibitor
360,source_10,Dest210727-155901,E22,JCP2022_070285,COMPOUND,antiprotozoal agent
361,source_10,Dest210727-155901,H09,JCP2022_033179,COMPOUND,serotonin receptor antagonist
362,source_10,Dest210727-155901,H14,JCP2022_042239,COMPOUND,adrenergic receptor agonist|serotonin receptor agonist
363,source_10,Dest210727-155901,H21,JCP2022_080167,COMPOUND,muscle relaxant
364,source_10,Dest210727-155901,I22,JCP2022_008514,COMPOUND,dopamine receptor antagonist
365,source_10,Dest210727-155901,L17,JCP2022_006043,COMPOUND,psychoactive drug
366,source_10,Dest210727-160037,D05,JCP2022_021425,COMPOUND,carbonic anhydrase inhibitor
367,source_10,Dest210727-160037,G21,JCP2022_063565,COMPOUND,acetylcholine receptor agonist
368,source_10,Dest210727-160037,H05,JCP2022_077096,COMPOUND,tubulin polymerization inhibitor
369,source_10,Dest210803-160838,A20,JCP2022_023247,COMPOUND,bronchodilator
370,source_10,Dest210803-160838,E20,JCP2022_037586,COMPOUND,sodium channel blocker
371,source_10,Dest210803-160838,I20,JCP2022_021039,COMPOUND,cytochrome P450 inhibitor
372,source_10,Dest210803-160838,P04,JCP2022_095903,COMPOUND,adrenergic receptor antagonist
373,source_10,Dest210809-134710,C17,JCP2022_113779,COMPOUND,leukotriene receptor antagonist|phosphodiesterase inhibitor
374,source_10,Dest210809-134710,C20,JCP2022_023097,COMPOUND,fungal squalene epoxidase inhibitor
375,source_10,Dest210809-134710,G12,JCP2022_044671,COMPOUND,laxative
376,source_10,Dest210809-134710,G20,JCP2022_025924,COMPOUND,endothelin receptor antagonist
377,source_10,Dest210809-134710,K20,JCP2022_096209,COMPOUND,angiotensin receptor antagonist
378,source_10,Dest210809-134710,O16,JCP2022_074916,COMPOUND,glycolysis inhibitor
379,source_10,Dest210809-134845,B18,JCP2022_077923,COMPOUND,antihistamine
380,source_10,Dest210809-134845,F05,JCP2022_070801,COMPOUND,adrenergic receptor agonist
381,source_10,Dest210809-134845,F18,JCP2022_025798,COMPOUND,dopamine receptor antagonist
382,source_10,Dest210809-134845,J17,JCP2022_098974,COMPOUND,dopamine receptor antagonist
383,source_10,Dest210809-134845,J18,JCP2022_087287,COMPOUND,PPAR receptor agonist
384,source_10,Dest210809-134845,K09,JCP2022_034184,COMPOUND,histamine receptor antagonist
385,source_10,Dest210809-135020,J18,JCP2022_009839,COMPOUND,local anesthetic
386,source_10,Dest210809-135156,G12,JCP2022_062893,COMPOUND,antiprotozoal agent
387,source_10,Dest210809-135330,M15,JCP2022_019435,COMPOUND,metalloproteinase inhibitor
388,source_10,Dest210809-135330,O06,JCP2022_043967,COMPOUND,serotonin receptor antagonist
389,source_10,Dest210809-135505,A12,JCP2022_054422,COMPOUND,catechol O methyltransferase inhibitor
390,source_10,Dest210809-135505,E16,JCP2022_106594,COMPOUND,androgen receptor antagonist
391,source_10,Dest210809-135505,E20,JCP2022_053443,COMPOUND,acetylcholine receptor allosteric modulator
392,source_10,Dest210809-135646,B15,JCP2022_007501,COMPOUND,AKT inhibitor|differentiation inducer|NFKB pathway inhibitor
393,source_10,Dest210809-135646,J09,JCP2022_100709,COMPOUND,histamine receptor antagonist
394,source_10,Dest210809-135821,A18,JCP2022_021253,COMPOUND,glycine transporter inhibitor
395,source_10,Dest210809-135821,C07,JCP2022_029603,COMPOUND,tyrosine kinase inhibitor
396,source_10,Dest210809-135821,F09,JCP2022_063258,COMPOUND,calcium channel blocker
397,source_10,Dest210809-135821,J21,JCP2022_055846,COMPOUND,estrogen receptor agonist
398,source_10,Dest210809-135821,M20,JCP2022_055933,COMPOUND,HSP inducer
399,source_10,Dest210809-135821,N09,JCP2022_046190,COMPOUND,lipoprotein lipase activator
400,source_10,Dest210809-135821,N20,JCP2022_050861,COMPOUND,chloride channel blocker
401,source_10,Dest210809-135821,P06,JCP2022_114942,COMPOUND,antiseptic
402,source_10,Dest210809-140929,L07,JCP2022_078903,COMPOUND,serotonin receptor inverse agonist
403,source_10,Dest210809-140929,M22,JCP2022_021587,COMPOUND,ACAT inhibitor
404,source_10,Dest210809-141104,C20,JCP2022_020639,COMPOUND,bacterial DNA gyrase inhibitor
405,source_10,Dest210809-141104,L09,JCP2022_031320,COMPOUND,histamine receptor antagonist
406,source_10,Dest210809-141104,P05,JCP2022_050338,COMPOUND,dehydrogenase inhibitor
407,source_10,Dest210809-141104,P22,JCP2022_032702,COMPOUND,prostanoid receptor antagonist
408,source_10,Dest210809-141456,I09,JCP2022_081019,COMPOUND,cholinesterase inhibitor
409,source_10,Dest210809-141456,M18,JCP2022_059004,COMPOUND,SYK inhibitor
410,source_10,Dest210810-173859,D14,JCP2022_091841,COMPOUND,histamine receptor modulator
411,source_10,Dest210810-173859,E03,JCP2022_095424,COMPOUND,fungal squalene epoxidase inhibitor
412,source_10,Dest210810-173859,E11,JCP2022_040599,COMPOUND,ATP channel blocker
413,source_10,Dest210810-173859,E19,JCP2022_097466,COMPOUND,HDAC inhibitor
414,source_10,Dest210810-173859,G12,JCP2022_077927,COMPOUND,phosphodiesterase inhibitor
415,source_10,Dest210810-173859,K16,JCP2022_083818,COMPOUND,PABA antagonist
416,source_10,Dest210810-173859,L05,JCP2022_033540,COMPOUND,cyclooxygenase inhibitor
417,source_10,Dest210810-173859,O12,JCP2022_099906,COMPOUND,renal function diagnostic agent
418,source_10,Dest210823-173441,I07,JCP2022_021963,COMPOUND,G protein-coupled receptor modulator
419,source_10,Dest210823-173441,O15,JCP2022_025933,COMPOUND,carbonic anhydrase inhibitor
420,source_10,Dest210823-175044,I15,JCP2022_007853,COMPOUND,serotonin receptor agonist
421,source_10,Dest210823-175219,N03,JCP2022_008959,COMPOUND,dopamine receptor antagonist
422,source_10,Dest210823-175355,D22,JCP2022_104780,COMPOUND,local anesthetic
423,source_10,Dest210823-175355,J10,JCP2022_108218,COMPOUND,myorelaxant
424,source_10,Dest210823-175531,D07,JCP2022_073808,COMPOUND,Oct inducer
425,source_10,Dest210823-175531,F07,JCP2022_112836,COMPOUND,serotonin receptor inverse agonist
426,source_10,Dest210823-175531,L22,JCP2022_091048,COMPOUND,anti-inflammatory agent|cyclooxygenase inhibitor
427,source_10,Dest210823-175531,N09,JCP2022_053380,COMPOUND,G protein-coupled receptor modulator
428,source_10,Dest210823-175531,O12,JCP2022_025145,COMPOUND,MEK inhibitor
429,source_10,Dest210823-180351,A07,JCP2022_035200,COMPOUND,PPAR receptor agonist
430,source_10,Dest210823-180351,C12,JCP2022_092627,COMPOUND,bacterial antifolate
431,source_10,Dest210823-180351,G20,JCP2022_114793,COMPOUND,muscle relaxant
432,source_10,Dest210823-180351,I15,JCP2022_116680,COMPOUND,dihydropteroate synthetase inhibitor
433,source_10,Dest210823-180351,L10,JCP2022_103094,COMPOUND,antibacterial agent
434,source_10,Dest210823-180351,N07,JCP2022_084264,COMPOUND,histamine receptor antagonist
435,source_10,Dest210823-180533,F20,JCP2022_075251,COMPOUND,dopamine receptor antagonist
436,source_10,Dest210823-180533,J20,JCP2022_026003,COMPOUND,membrane integrity inhibitor
437,source_10,Dest210823-180533,N20,JCP2022_008513,COMPOUND,monoamine oxidase inhibitor
438,source_10,Dest210823-181152,B15,JCP2022_054542,COMPOUND,histamine receptor antagonist
439,source_10,Dest210823-181152,C21,JCP2022_013118,COMPOUND,free radical scavenger
440,source_10,Dest210823-181152,E10,JCP2022_025558,COMPOUND,ATP-sensitive potassium channel inhibitor
441,source_10,Dest210823-181152,I22,JCP2022_058690,COMPOUND,nitric oxide synthase inhibitor
442,source_10,Dest210823-181945,I09,JCP2022_081019,COMPOUND,cholinesterase inhibitor
443,source_10,Dest210823-181945,M18,JCP2022_059004,COMPOUND,SYK inhibitor
444,source_10,Dest210823-182120,D06,JCP2022_022756,COMPOUND,glutamate inhibitor
445,source_10,Dest210823-182120,J16,JCP2022_032611,COMPOUND,adrenergic receptor agonist
446,source_10,Dest210823-182120,K21,JCP2022_020269,COMPOUND,carboxamide antiepileptic
447,source_10,Dest210823-182255,A18,JCP2022_050861,COMPOUND,chloride channel blocker
448,source_10,Dest210823-182255,C09,JCP2022_094855,COMPOUND,bacterial antifolate
449,source_10,Dest210823-182255,D10,JCP2022_007196,COMPOUND,cyclooxygenase inhibitor
450,source_10,Dest210823-182255,F15,JCP2022_077448,COMPOUND,bacterial DNA gyrase inhibitor
451,source_10,Dest210823-182255,H13,JCP2022_020054,COMPOUND,dopamine receptor antagonist
452,source_10,Dest210823-182255,J16,JCP2022_024874,COMPOUND,PABA antagonist
453,source_10,Dest210823-182255,K09,JCP2022_042608,COMPOUND,adrenergic neuron blocker
454,source_10,Dest210823-182255,P17,JCP2022_063629,COMPOUND,bacterial DNA gyrase inhibitor
455,source_10,Dest210823-182450,A04,JCP2022_078143,COMPOUND,dopamine receptor antagonist
456,source_10,Dest210823-182450,E08,JCP2022_029407,COMPOUND,tricyclic antidepressant
457,source_10,Dest210823-182450,F07,JCP2022_089581,COMPOUND,glucocorticoid receptor agonist
458,source_10,Dest210823-182450,H08,JCP2022_098004,COMPOUND,opioid receptor antagonist
459,source_10,Dest210823-182450,H21,JCP2022_060311,COMPOUND,monoamine oxidase inhibitor
460,source_10,Dest210823-182450,I20,JCP2022_099777,COMPOUND,bacterial antifolate
461,source_10,Dest210823-182450,L15,JCP2022_029684,COMPOUND,lipoprotein lipase activator
462,source_10,Dest210823-182450,M12,JCP2022_086204,COMPOUND,anthelmintic agent
463,source_11,EC000071,F08,JCP2022_047663,COMPOUND,PABA antagonist
464,source_11,EC000071,G17,JCP2022_067277,COMPOUND,beta amyloid protein neurotoxicity inhibitor
465,source_11,EC000071,L03,JCP2022_083818,COMPOUND,PABA antagonist
466,source_11,EC000071,N20,JCP2022_039863,COMPOUND,HDAC inhibitor
467,source_11,EC000071,O16,JCP2022_075949,COMPOUND,inosine monophosphate dehydrogenase inhibitor
468,source_11,EC000072,G13,JCP2022_013655,COMPOUND,voltage-gated sodium channel modulator
469,source_11,EC000072,L18,JCP2022_093168,COMPOUND,catechol O methyltransferase inhibitor
470,source_11,EC000074,G18,JCP2022_044940,COMPOUND,sodium channel blocker
471,source_11,EC000074,I13,JCP2022_056844,COMPOUND,ceramidase inhibitor
472,source_11,EC000074,L09,JCP2022_106575,COMPOUND,sedative
473,source_11,EC000077,A05,JCP2022_072146,COMPOUND,ATPase inhibitor
474,source_11,EC000077,J22,JCP2022_085116,COMPOUND,NOD1 inhibitor
475,source_11,EC000078,I08,JCP2022_109278,COMPOUND,acetylcholinesterase inhibitor
476,source_11,EC000080,I13,JCP2022_058163,COMPOUND,phosphodiesterase inhibitor
477,source_11,EC000081,M07,JCP2022_008646,COMPOUND,WNT pathway inhibitor
478,source_11,EC000083,J07,JCP2022_070256,COMPOUND,nitric oxide synthase inhibitor
479,source_11,EC000093,J08,JCP2022_072471,COMPOUND,GABA receptor antagonist
480,source_11,EC000098,B20,JCP2022_009232,COMPOUND,glutamate receptor modulator
481,source_11,EC000098,M18,JCP2022_016289,COMPOUND,tumor necrosis factor release inhibitor
482,source_11,EC000163,B07,JCP2022_044745,COMPOUND,ARF inhibitor
483,source_11,EC000163,B15,JCP2022_058565,COMPOUND,vitamin K antagonist
484,source_11,EC000163,C09,JCP2022_008133,COMPOUND,bacterial antifolate
485,source_11,EC000163,C17,JCP2022_022682,COMPOUND,FLT3 inhibitor
486,source_11,EC000163,D18,JCP2022_020639,COMPOUND,bacterial DNA gyrase inhibitor
487,source_11,EC000163,E19,JCP2022_032690,COMPOUND,psychoactive drug
488,source_11,EC000163,I03,JCP2022_037586,COMPOUND,sodium channel blocker
489,source_11,EC000163,J19,JCP2022_110744,COMPOUND,nitric oxide synthase stimulant
490,source_11,EC000163,K05,JCP2022_043681,COMPOUND,cytochrome P450 inhibitor
491,source_11,EC000163,M09,JCP2022_029408,COMPOUND,adenosine receptor agonist
492,source_11,EC000163,P08,JCP2022_022963,COMPOUND,sodium channel blocker
493,source_11,EC000164,A19,JCP2022_113812,COMPOUND,tankyrase inhibitor
494,source_11,EC000164,H03,JCP2022_006043,COMPOUND,psychoactive drug
495,source_11,EC000164,I07,JCP2022_056815,COMPOUND,gastrin inhibitor
496,source_11,EC000164,L20,JCP2022_015321,COMPOUND,antioxidant
497,source_11,EC000165,B09,JCP2022_112668,COMPOUND,apoptosis stimulant
498,source_11,EC000165,B11,JCP2022_111379,COMPOUND,acetylcholine receptor antagonist
499,source_11,EC000165,H05,JCP2022_041079,COMPOUND,topoisomerase inhibitor
500,source_11,EC000166,D17,JCP2022_046509,COMPOUND,tankyrase inhibitor|WNT signaling inhibitor
501,source_11,EC000166,G03,JCP2022_102548,COMPOUND,bacterial DNA gyrase inhibitor
502,source_11,EC000167,J03,JCP2022_022333,COMPOUND,antihistamine
503,source_11,EC000168,A05,JCP2022_106938,COMPOUND,immunostimulant
504,source_11,EC000168,A13,JCP2022_018778,COMPOUND,lipase inhibitor
505,source_11,EC000168,C08,JCP2022_111655,COMPOUND,monoamine oxidase inhibitor
506,source_11,EC000168,D06,JCP2022_017067,COMPOUND,PPAR receptor antagonist
507,source_11,EC000168,J05,JCP2022_082117,COMPOUND,analgesic agent
508,source_11,EC000168,K11,JCP2022_022359,COMPOUND,free fatty acid receptor agonist
509,source_11,EC000168,P03,JCP2022_026330,COMPOUND,immunosuppressant|protein synthesis inhibitor|purine antagonist
510,source_11,EC000169,B08,JCP2022_064148,COMPOUND,mucolytic agent
511,source_11,EC000169,C12,JCP2022_053734,COMPOUND,HMGCR inhibitor
512,source_11,EC000169,D05,JCP2022_019881,COMPOUND,carbonic anhydrase inhibitor
513,source_2,1053599589,D08,JCP2022_001111,COMPOUND,dopamine receptor agonist
514,source_2,1053599589,F08,JCP2022_066834,COMPOUND,bradycardic effect 
515,source_2,1053599688,I17,JCP2022_105060,COMPOUND,bacterial antifolate
516,source_2,1053600704,D07,JCP2022_073808,COMPOUND,Oct inducer
517,source_2,1053600704,F07,JCP2022_112836,COMPOUND,serotonin receptor inverse agonist
518,source_2,1053600704,L22,JCP2022_091048,COMPOUND,anti-inflammatory agent|cyclooxygenase inhibitor
519,source_2,1053600704,N09,JCP2022_053380,COMPOUND,G protein-coupled receptor modulator
520,source_2,1053600704,O12,JCP2022_025145,COMPOUND,MEK inhibitor
521,source_2,1053600711,A15,JCP2022_066960,COMPOUND,lysophospholipid receptor agonist
522,source_2,1053600711,C04,JCP2022_090019,COMPOUND,cell cycle inhibitor
523,source_2,1053600711,C13,JCP2022_013503,COMPOUND,anticancer agent
524,source_2,1053600711,O10,JCP2022_036107,COMPOUND,FXR agonist
525,source_2,1053600742,C09,JCP2022_085183,COMPOUND,corticotropin releasing factor receptor antagonist
526,source_2,1053600742,D10,JCP2022_000207,COMPOUND,acetylcholine receptor allosteric modulator
527,source_2,1053600742,F17,JCP2022_002010,COMPOUND,orexin receptor antagonist
528,source_2,1053600742,H11,JCP2022_045835,COMPOUND,prostanoid receptor antagonist
529,source_2,1053600742,K10,JCP2022_088849,COMPOUND,caspase inhibitor
530,source_2,1053600759,B09,JCP2022_007783,COMPOUND,bacterial DNA gyrase inhibitor
531,source_2,1053600759,K18,JCP2022_029574,COMPOUND,glutamate receptor positive allosteric modulator
532,source_2,1053600759,K20,JCP2022_113779,COMPOUND,leukotriene receptor antagonist|phosphodiesterase inhibitor
533,source_2,1053600759,L13,JCP2022_009550,COMPOUND,tubulin polymerization inhibitor
534,source_2,1053600759,M19,JCP2022_082130,COMPOUND,acetylcholinesterase inhibitor
535,source_2,1053600759,O15,JCP2022_060394,COMPOUND,mineralocorticoid receptor antagonist
536,source_2,1053600759,P03,JCP2022_077952,COMPOUND,TP53 inhibitor
537,source_2,1053600766,C20,JCP2022_033532,COMPOUND,cyclooxygenase inhibitor
538,source_2,1053600766,F12,JCP2022_053429,COMPOUND,serotonin receptor agonist
539,source_2,1053600766,G12,JCP2022_029531,COMPOUND,dopamine receptor antagonist|serotonin receptor antagonist
540,source_2,1053600766,J09,JCP2022_008959,COMPOUND,dopamine receptor antagonist
541,source_2,1053600773,I10,JCP2022_043713,COMPOUND,sodium channel blocker
542,source_2,1053600773,I19,JCP2022_027440,COMPOUND,GABA receptor modulator
543,source_2,1053600773,K08,JCP2022_013491,COMPOUND,DNA synthesis inhibitor
544,source_2,1053600773,L17,JCP2022_039673,COMPOUND,hypoxia inducible factor prolyl hydroxylase inhibitor
